,giraffe,carrot,bird,skateboard,person,toothbrush,diningtable,chair,suitcase,backpack,train,car,cup,bear,sandwich,handbag,donut,apple,bowl,bottle,sofa,dog,bench,truck,vase,pottedplant,motorbike,bicycle,broccoli,clock,traffic light,bus,bed,wine glass,aeroplane,pizza,cake,cell phone,remote,tvmonitor,laptop,microwave,umbrella,book,toilet,sports ball,tie,cat,banana,boat,teddy bear,surfboard,spoon,knife,horse,fork,sink,tennis racket,skis,mouse,kite,scissors,keyboard,fire hydrant,elephant,snowboard,cow,sheep,frisbee,orange,refrigerator,stop sign,oven,hot dog,baseball bat,baseball glove,parking meter,zebra
train,0.0,0.0,0.0,0.0,-0.00724386328482574,0.0,0.0,0.0,-0.0006929087738162617,-0.000445312686977249,0.0,-0.0028243197429035157,0.0,0.0,0.0,-0.0008195585155404554,0.0,0.0,0.0,0.0,0.0,0.0,-0.00046877406216515983,-0.0011519923674130502,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004496726602865216,-0.0007368567555515343,0.0,0.0,-0.0004496726602865216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00047494957790250315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
car,0.0,0.0,-0.002686358493316298,-0.0005725751915360807,-0.06579758361925837,0.0,0.0,-0.0027171497529821097,-0.002138751998158177,-0.0018193654924909674,-0.0028243197429035157,0.0,-0.0015224170447029194,0.0,0.0,-0.00514011906092966,0.0,0.0,0.0,-0.0010695220687711152,0.0,-0.0019288912043064776,-0.0031864249210462646,-0.015822694969665294,0.0,-0.0028627457660515034,-0.004252684582466142,-0.0069660123689425455,0.0,-0.0034977698630757397,-0.010258609926973998,-0.00736690089527973,-0.0005889813426018554,0.0,-0.0014451822187804687,0.0,0.0,-0.0014502440065997909,0.0,-0.0005858236606247773,0.0,-0.0005717960983350446,-0.005101638374942501,-0.0005884626973470412,-0.0005697383109775659,0.0,-0.0018937799018963158,-0.0010737238799826676,0.0,-0.002211640306582094,0.0,-0.0005714825624687069,-0.0005744179460887254,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005722643632387633,0.0,0.0,0.0,-0.0021356383282020116,0.0,0.0,0.0,-0.0005711679303208864,-0.0005713253839089173,0.0,0.0,-0.0033667154837712754,-0.0005710102007404478,0.0,0.0,0.0,-0.002124567595365604,0.0
cup,0.0,-0.0005164935581912385,-0.0005766695573706019,0.0,-0.049694113355066974,-0.0005141485472428119,-0.01427798509368613,-0.012930047885016917,-0.0005184964800486077,-0.001296126626000463,0.0,-0.0015224170447029194,0.0,0.0,-0.0005162037521352642,-0.001987054828305234,-0.0009041447891381763,-0.0005218296278647103,-0.009430896121447433,-0.0108146943939825,-0.0025225525802867717,-0.0010228704701410387,-0.0005407012674743628,0.0,-0.004977750071357966,-0.0022633907017686325,0.0,-0.0005400355329758976,0.0,-0.0013301323724891222,0.0,0.0,-0.0005464811062809686,-0.007477054786404013,-0.0005326099032010391,-0.0009070807336160893,-0.004643774986253177,-0.003282693655712842,-0.0012554973537047091,-0.004037226800061066,-0.00396363013576363,-0.0012546362553420437,0.0,-0.0025938203381108667,0.0,0.0,-0.0037955619707795984,-0.001000059041068935,-0.000911680841054141,0.0,-0.0005260900544459393,0.0,-0.004172198038367204,-0.003329948457644189,0.0,-0.0028844681696094257,-0.0009070807336160893,0.0,0.0,-0.0012572113537979309,0.0,-0.0005170703851831326,-0.0015817328011058901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001568148592347554,0.0,-0.0005156213248423985,0.0,0.0,0.0,0.0,0.0
bear,0.0,0.0,0.0,0.0,-0.0007541953989268157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026776935932912374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00048115788092481493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005003762828233175,0.0,0.0,0.0,0.0,0.0,0.0,-0.00039977065207327605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003622200747534554,0.0,0.0,-0.00036691599423249526,-0.0003538041602379489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandwich,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017897105848853367,0.0,0.0,0.0,0.0,0.0,-0.0005162037521352642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014008171684011974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003445191574272559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
handbag,0.0,0.0,0.0,0.0,-0.03902770373929125,0.0,-0.0022268204409499038,-0.0032371661409084924,-0.0013045409639076272,-0.0028559698565046162,-0.0008195585155404554,-0.00514011906092966,-0.001987054828305234,0.0,0.0,0.0,-0.0004420637888721364,-0.0007908664005529451,-0.001225522104022038,-0.0012705451309947932,-0.0004836928289106601,-0.0016751409520948523,-0.002223870585812416,-0.0012147421048313502,0.0,-0.0004889518585039359,-0.0008157292347976705,-0.001982582022386874,0.0,-0.000866045956154489,-0.0008323536062781015,-0.0008057836433867014,-0.000502429254817034,-0.0008233080137682683,-0.0004785494460401526,0.0,0.0,-0.0011545035865246258,0.0,-0.0011851863864362215,-0.0004841084633798668,0.0,-0.002408356681941198,-0.001781205161219741,0.0,0.0,-0.002701298252931652,0.0,0.0,-0.0004975640319905897,0.0,0.0,-0.0004578058431775744,-0.0007770157677560173,0.0,0.0,0.0,-0.0004373087739009873,0.0,0.0,0.0,0.0,0.0,0.0,-0.00044467222375679875,0.0,0.0,0.0,0.0,0.0,-0.0004472071717426438,-0.0004478299057338769,0.0,0.0,0.0,0.0,0.0,0.0
donut,0.0,0.0,0.0,0.0,-0.003044786792614682,0.0,-0.0012055902416956493,0.0,0.0,0.0,0.0,0.0,-0.0009041447891381763,0.0,0.0,-0.0004420637888721364,0.0,-0.0005863576960355408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004420637888721364,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008195585155404554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apple,0.0,0.0,-0.0009320562600405778,0.0,-0.005009421637518568,0.0,-0.0018222101607691537,-0.0013248648081346955,0.0,0.0,0.0,0.0,-0.0005218296278647103,0.0,0.0,-0.0007908664005529451,-0.0005863576960355408,0.0,-0.0004754075163086465,0.0,0.0,0.0,0.0,-0.0004702372602999372,-0.000760700755019919,-0.0007709145256655501,0.0,0.0,0.0,-0.0004578058431775744,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008426403720191163,0.0,-0.000371378960230819,0.0,0.0,-0.00036991576209604167,0.0,0.0,0.0,-0.00040390860881239446,0.0,0.0,-0.00037563099702111373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010453217241171602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowl,0.0,-0.0016072822990452556,-0.0009840835312040189,0.0,-0.02117193841093867,-0.0004621432949743779,-0.00942288380353454,-0.0064736608542461,-0.0004697521663887631,-0.0004901230425327373,0.0,0.0,-0.009430896121447433,0.0,0.0,-0.001225522104022038,0.0,-0.0004754075163086465,0.0,-0.005571405262603941,-0.0011950438181761022,-0.000976721000340323,0.0,0.0,-0.00271138088763521,-0.0022865358299862344,0.0,0.0,-0.0004589099638103301,-0.0008899860503507245,0.0,0.0,-0.0009023599539618338,-0.0031841792715913675,0.0,-0.00046526446459445255,-0.0024365646251586675,-0.0004972062394611521,0.0,-0.0012216517279364425,0.0,-0.001370165568170726,0.0,-0.0005123487931973994,0.0,0.0,0.0,-0.0013105275926265656,-0.0004692644432294597,-0.000509266824058276,0.0,0.0,-0.003747848154376868,-0.0018511273405112589,0.0,-0.00205913608025517,-0.0016021983634500366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013933954866941027,-0.0008088254522236677,0.0,-0.0013600257762273458,0.0,0.0,0.0,0.0,0.0
bottle,0.0,0.0,-0.0010024747740541129,0.0,-0.041337229042470974,0.0,-0.008637069022389794,-0.00989601347802807,0.0,-0.002080637502968694,0.0,-0.0010695220687711152,-0.0108146943939825,0.0,0.0,-0.0012705451309947932,0.0,0.0,-0.005571405262603941,0.0,-0.0018451314248811163,-0.000560293050417301,-0.0012647924665693227,0.0,-0.0023815858174861143,-0.002879342441591354,0.0,-0.0018739825578648016,0.0,-0.0005223733437340492,0.0,0.0,-0.0005276371074955544,-0.004445201225134124,-0.0005102025486349788,-0.000851579742089707,-0.0022482198687501713,-0.002613865185418903,-0.0004901230425327373,-0.0029120940591587617,-0.0032821211967804364,-0.0011726281171205843,-0.0012546362553420437,-0.002715926167979583,-0.00048452218687924855,-0.0005000295205344675,-0.0036216841667176094,-0.0005468948297803505,-0.001177262636230374,-0.0005239850531344388,-0.0005017501217624688,0.0,-0.001191797837891714,-0.0014676639769299806,0.0,-0.0008578130718229485,-0.0011679126416305119,0.0,0.0,-0.0008570456105098094,0.0,0.0,-0.0014767005723159527,-0.0004901230425327373,0.0,0.0,0.0,0.0,0.0,-0.0008638377148889773,-0.001171456947787749,0.0,-0.0008507851738886603,0.0,0.0,0.0,0.0,0.0
sofa,0.0,0.0,0.0,0.0,-0.017929856383981292,0.0,-0.0018997770920765843,-0.005832879068384241,0.0,-0.0004605411511218173,0.0,0.0,-0.0025225525802867717,0.0,0.0,-0.0004836928289106601,0.0,0.0,-0.0011950438181761022,-0.0018451314248811163,0.0,-0.003759100249440142,-0.0008367114319094512,0.0,-0.00139151590638954,-0.0018905131047402702,0.0,0.0,0.0,-0.0004836928289106601,0.0,0.0,-0.003216692329960525,-0.001080154991223636,0.0,0.0,0.0,-0.001114136880692457,-0.0007307555134610671,-0.000839276359958979,-0.0004707197531588758,-0.0007291973270589948,0.0,-0.0028292560772719016,0.0,0.0,0.0,-0.005300110495238014,0.0,0.0,0.0,0.0,-0.0004393774788613669,0.0,0.0,-0.00043004800621898045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dog,0.0,-0.0005182130634281724,-0.001030364034081934,-0.0005201784860786763,-0.030575255573290838,0.0,-0.0014043481074404213,-0.0031810244634547635,-0.0005201784860786763,-0.0005323676831285373,0.0,-0.0019288912043064776,-0.0010228704701410387,-0.0026776935932912374,0.0,-0.0016751409520948523,0.0,0.0,-0.000976721000340323,-0.000560293050417301,-0.003759100249440142,0.0,-0.000959290994763086,-0.0005485309603556397,-0.0005380082574373366,-0.0019749386527097017,0.0,-0.0009579789398251432,0.0,-0.0009623157618496299,0.0,0.0,-0.005562930717822938,-0.0005316370861305615,-0.0005340496891586059,-0.0005176435380928312,0.0,0.0,-0.0005190606493110566,-0.0022886308599117475,-0.0019613379139526974,0.0,0.0,-0.0020103501893795257,-0.0005150351032081688,-0.0009279542156729801,-0.0009990137172867437,-0.007205316304737807,0.0,-0.0005448069239871654,-0.0009305289291889053,0.0,0.0,0.0,-0.0019102105685990854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012606070477258157,-0.0005173574179706878,-0.0005167824338890923,-0.0018753776706508395,-0.0009105417903834586,-0.0009111122168679865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bench,0.0,0.0,0.0,-0.0004465800981067135,-0.021741043443569433,0.0,-0.001929144225322883,-0.004460850403718384,-0.0004465800981067135,-0.00047215190067132965,-0.00046877406216515983,-0.0031864249210462646,-0.0005407012674743628,0.0,0.0,-0.002223870585812416,0.0,0.0,0.0,-0.0012647924665693227,-0.0008367114319094512,-0.000959290994763086,0.0,-0.0008780719610578276,0.0,-0.000847571349106872,0.0,-0.001720635332997453,0.0,-0.000492797944023352,0.0,-0.00046161241023333696,-0.0005000295205344675,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008578130718229485,-0.00048115788092481493,0.0,-0.0014423947395779614,-0.0008725126184825846,0.0,0.0,0.0,-0.0009258675904986941,-0.00044594862391804743,0.0,0.0,0.0,-0.0004538311092341624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00044402716936297053,0.0,0.0,0.0,0.0,-0.00044139969211179965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truck,0.0,0.0,0.0,-0.00046423605679965166,-0.023878456174935385,0.0,0.0,-0.001388538912117445,-0.00046423605679965166,-0.0008467588447687947,-0.0011519923674130502,-0.015822694969665294,0.0,0.0,0.0,-0.0012147421048313502,0.0,-0.0004702372602999372,0.0,0.0,0.0,-0.0005485309603556397,-0.0008780719610578276,0.0,0.0,-0.0004979204075161991,-0.0014256503804904448,-0.0012045539482625981,0.0,0.0,-0.001963962652601306,-0.0023171966704711245,0.0,0.0,-0.0014552510637396024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004972062394611521,-0.0005089527410078153,-0.00045440979098799035,-0.0004754075163086465,0.0,0.0,0.0,-0.0008867549149927481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010898549847157793,0.0,0.0,-0.0004637174115448374,0.0,0.0,0.0,-0.00046107837482257344,-0.00046161241023333696,0.0,0.0,0.0,0.0,0.0,0.0
vase,0.0,0.0,-0.0005422357575654922,0.0,-0.010502337173848561,0.0,-0.004961576183022981,-0.006401116332740561,0.0,0.0,0.0,0.0,-0.004977750071357966,0.0,0.0,0.0,0.0,-0.000760700755019919,-0.00271138088763521,-0.0023815858174861143,-0.00139151590638954,-0.0005380082574373366,0.0,0.0,0.0,-0.0040583046233130336,0.0,0.0,0.0,-0.0008467588447687947,0.0,0.0,-0.0004935478208846085,-0.0021959558522402505,0.0,0.0,-0.0012196955301894525,0.0,0.0,0.0,0.0,-0.0007368567555515343,0.0,-0.0004920417656020094,-0.0004204831129723663,0.0,-0.0015727338621315653,-0.000520455788925559,-0.0004337516031319209,0.0,-0.000452662460307067,0.0,-0.000760700755019919,-0.001006848226932653,0.0,-0.0004337516031319209,-0.0007307555134610671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004393774788613669,0.0,0.0,-0.0007291973270589948,0.0,0.0,0.0,0.0,0.0
pottedplant,0.0,0.0,0.0,0.0,-0.01826742163783571,0.0,-0.0034361034863393722,-0.007755556874124953,0.0,-0.0004672866778448853,0.0,-0.0028627457660515034,-0.0022633907017686325,0.0,0.0,-0.0004889518585039359,0.0,-0.0007709145256655501,-0.0022865358299862344,-0.002879342441591354,-0.0018905131047402702,-0.0019749386527097017,-0.000847571349106872,-0.0004979204075161991,-0.0040583046233130336,0.0,-0.00046161241023333696,-0.000484934016900612,0.0,-0.001966325493202295,-0.0004707197531588758,0.0,-0.0004964863580009635,-0.0011007479826974857,0.0,0.0,0.0,0.0,0.0,-0.001165523651634026,-0.0004767675125121962,-0.0014589185420163398,-0.00048115788092481493,-0.0014811351928101634,-0.0004269713064305993,0.0,-0.0009156116863551488,-0.0005226439746225541,-0.0004393774788613669,-0.0004912791788125761,0.0,0.0,0.0,-0.0004400566119159321,0.0,-0.0004393774788613669,-0.0004337516031319209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007645991617113935,-0.0004359027343164394,0.0,-0.000741300670352285,0.0,0.0,0.0,-0.0004269713064305993,0.0
motorbike,0.0,0.0,0.0,0.0,-0.017903534226608994,0.0,0.0,-0.0009665505314726289,0.0,0.0,0.0,-0.004252684582466142,0.0,0.0,0.0,-0.0008157292347976705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014256503804904448,0.0,-0.00046161241023333696,0.0,-0.0020311362298101204,0.0,0.0,0.0,-0.0004277503996316354,0.0,0.0,-0.0004472071717426438,0.0,0.0,-0.00045440979098799035,0.0,0.0,0.0,0.0,-0.0004605411511218173,0.0,0.0,0.0,-0.0005073656680764641,0.0,0.0,-0.00047309415747572947,0.0,0.0,0.0,0.0,-0.0004269713064305993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004008231167329711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
